genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Palaeotherium,latum,37.200,33.900,1,0,NaN
Palaeotherium,magnum,37.200,33.900,7,0,NaN
Palaeotherium,medium,48.600,28.400,7,0,NaN
Palaeotherium,muehlbergi,37.200,33.900,3,1,0.3333
Palaeotherium,ruetimeyeri,40.400,37.200,2,0,NaN
Palaeotherium,siderolithicum,40.400,33.900,5,1,0.0144
Palaeotherium,sp.,48.600,33.900,14,2,0.0765
Palaeotragus,roueni,11.608,7.246,3,0,NaN
Palaeotragus,rouenii,8.700,5.332,1,0,NaN
Palaeotragus,sp.,11.608,2.588,4,0,NaN
Palaeoxonodon,ooliticus,167.700,164.700,1,1,0.0704
Palaeoxonodon,sp.,167.700,164.700,1,0,NaN
Palaeoziphius,sp.,15.970,11.608,1,0,NaN
Paleptesicus,noctuloides,15.970,7.750,6,1,0.0187
Paleptesicus,priscus,13.650,12.750,1,0,NaN
Paleptesicus,sp.,15.970,13.650,1,1,0.0134
Palmidophoca,callirhoe,20.000,16.900,1,1,0.1111
Paludolutra,campanii,8.700,5.332,1,0,NaN
Paludolutra,lluecai,8.700,2.588,2,0,NaN
Paludolutra,maremmana,8.700,5.332,1,0,NaN
Pannonictis,janossyi,3.200,2.588,1,0,NaN
Pannonictis,nestii,5.332,0.781,2,1,0.1053
Pannonictis,pliocaenica,3.200,0.781,2,0,NaN
Pannonictis,pliocaenicus,4.200,0.781,3,2,0.0035
Pannonictis,sp.,0.781,0.126,6,0,NaN
Panthera,gombaszoegensis,3.200,0.126,26,7,0.0537
Panthera,issiodorensis,3.200,2.588,1,1,0.0028
Panthera,leo,2.588,0.12,27,1,0.1111
Panthera,pardus,2.588,0.000,19,4,0.0486
Panthera,schaubi,2.588,1.806,2,0,NaN
Panthera,sp.,3.200,0.126,11,3,0.0097
Panthera,spelaea,2.588,0.012,5,0,NaN
Panthera,tigris,0.781,0.126,1,0,NaN
Panthera,toscana,3.200,2.588,1,1,0.0028
Pantrogna,sp.,55.800,48.600,1,0,NaN
Pantrogna,"sp. 1",55.800,37.200,1,1,0.2222
Papio,arvernensis,5.332,0.012,1,0,NaN
Parabos,athanasiui,5.332,2.588,4,0,NaN
Parabos,boodon,4.200,3.200,1,0,NaN
Parabos,cordieri,8.700,3.200,2,1,0.3077
Parabos,sp.,8.700,2.588,2,1,0.0056
Paracamelus,alexejevi,4.200,3.200,6,0,NaN
Paracamelus,alutensis,5.332,0.781,2,0,NaN
Paracamelus,bessarabiensis,5.332,2.588,1,0,NaN
Paracamelus,gigas,5.332,2.588,1,0,NaN
Paracamelus,sp.,8.700,5.332,1,1,1.0000
Paracervulus,australis,4.900,3.200,3,0,NaN
Parachleuastochoerus,crusafonti,11.608,8.700,1,0,NaN
Paracitellus,eminens,22.400,20.000,1,0,NaN
Paracricetodon,dehmi,33.900,28.400,2,0,NaN
Paradicrocerus,flerovi,13.650,12.750,1,0,NaN
Paradolichopithecus,arvernensis,5.332,1.806,2,1,0.5385
Paraethomys,anomalus,11.608,5.332,1,1,0.2143
Paraethomys,jaegeri,3.600,3.200,3,1,0.0111
Paraethomys,meini,7.246,3.200,7,2,0.0773
Paraethomys,miocaenicus,8.700,5.332,6,1,0.2692
Paragelocus,suevicus,37.200,33.900,1,0,NaN
Paraglirulus,agelakisi,15.970,13.650,1,0,NaN
Paraglirulus,conjunctus,16.900,11.100,4,0,NaN
Paraglirulus,diremptus,15.970,13.650,1,0,NaN
Paraglirulus,lissiensis,12.750,11.100,1,0,NaN
Paraglirulus,sp.,16.900,15.970,1,0,NaN
Paraglirulus,werenfelsi,15.970,11.608,16,1,0.4286
Parahyaena,brunnea,2.588,0.781,1,0,NaN
Parailurus,anglicus,5.332,1.806,2,1,0.2000
Parailurus,hungaricus,3.200,2.588,4,0,NaN
Paralitherium,tarkanyense,37.200,33.900,1,1,1.0000
Paralophiodon,isselense,48.600,40.400,1,1,1.0000
Paraloris,bavaricus,37.200,33.900,1,0,NaN
Paralutra,garganensis,11.608,5.332,1,0,NaN
Paralutra,lorteti,16.900,15.970,1,0,NaN
Paramachaerodus,maximiliani,8.700,5.332,1,0,NaN
Paramachaerodus,sp.,8.700,5.332,1,0,NaN
Paramys,ageiensis,55.800,48.600,1,0,NaN
Paranchilophus,remyi,48.600,33.900,1,0,NaN
Paranchilophus,sp.,48.600,33.900,2,1,0.0526
Paranourosorex,gigas,4.900,4.200,1,0,NaN
Paraplagiolophus,codiciensis,48.600,40.400,1,0,NaN
Parapodemus,betfiensis,2.588,0.781,1,0,NaN
Parapodemus,coronensis,4.900,0.126,2,0,NaN
Parapodemus,gaudryi,8.700,7.246,29,20,0.2438
Parapodemus,lugdunensis,9.700,7.750,8,3,0.2233
Parapodemus,meini,7.750,7.246,2,0,NaN
Parapodemus,sp.,11.608,0.126,10,4,0.0208
Parascalops,fossilis,4.900,4.200,1,0,NaN
Parasminthus,sp.,33.900,28.400,1,0,NaN
Parasorex,depereti,4.900,4.200,6,0,NaN
Parasorex,ibericus,7.246,4.900,1,0,NaN
Parasorex,pristinus,15.970,13.650,1,1,0.0714
Parasorex,socialis,13.650,11.100,11,7,0.8190
Paratalpa,brachychir,23.030,20.000,3,0,NaN
Paratalpa,meyeri,22.400,20.430,3,0,NaN
Paratalpa,micheli,28.400,23.030,6,0,NaN
Paratalpa,sp.,33.900,28.400,1,0,NaN
Paratapirus,intermedius,16.900,15.970,3,0,NaN
Parataxidea,crassa,5.332,2.588,1,0,NaN
Paratragocerus,caucasicus,13.650,12.750,1,0,NaN
Paraxiphodon,cournovense,40.400,37.200,1,0,NaN
Paraxiphodon,teulonense,37.200,33.900,5,1,0.0182
Parendotherium,herreroi,130.000,125.450,1,1,0.6250
Parietobalaena,affinis,20.430,7.246,6,0,NaN
Parietobalaena,campiniana,15.970,13.650,3,3,0.3218
Parietobalaena,laxata,13.650,11.608,3,0,NaN
Paritatodon,kermacki,167.700,164.700,1,1,0.0282
Paroxacron,bergeri,33.900,28.400,3,2,0.1474
Paroxacron,sp.,37.200,28.400,8,3,0.1013
Paroxyclaenus,lemuroides,48.600,40.400,1,1,0.0667
Paschatherium,dolloi,58.700,48.600,6,0,NaN
Paschatherium,levei,55.800,48.600,1,0,NaN
Paschatherium,marianae,55.800,48.600,1,0,NaN
Paschatherium,plaziati,55.800,48.600,1,0,NaN
Paschatherium,russelli,55.800,48.600,2,0,NaN
Paschatherium,sp.,58.700,55.800,4,0,NaN
Patriocetus,denggi,28.400,23.030,1,0,NaN
Patriocetus,ehrlichii,28.400,15.970,3,1,0.5000
Patriotheridomys,altus,37.200,33.900,2,0,NaN
Paulchoffatia,delgadoi,155.700,150.800,1,1,0.0289
Pediomys,sp.,70.600,65.500,1,1,0.2500
Pelocetus,mirabilis,13.650,7.246,1,1,1.0000
Pelomys,europeus,7.246,4.900,1,0,NaN
Peradectes,sp.,55.800,48.600,1,0,NaN
Peraiocynodon,inexpectatus,145.500,140.200,1,1,0.0130
Peraiocynodon,major,167.700,164.700,1,1,0.0141
Peraiocynodon,sp.,145.500,140.200,1,0,NaN
Peramuroides,tenuiscus,145.500,140.200,1,1,0.0260
Peramus,dubius,145.500,140.200,1,1,0.0130
Peramus,minor,145.500,140.200,1,1,0.0130
Peramus,sp.,145.500,140.200,1,0,NaN
Peramus,tenuirostris,145.500,140.200,1,1,0.0260
Peraspalax,sp.,145.500,140.200,1,0,NaN
Peraspalax,talpoides,145.500,140.200,1,1,0.0130
Peratherium,antiquum,28.400,23.030,1,0,NaN
Peratherium,bretouense,40.400,37.200,1,0,NaN
Peratherium,constans,55.800,48.600,2,0,NaN
Peratherium,cuvieri,37.200,33.900,6,1,0.0282
Peratherium,elegans,28.400,23.030,3,0,NaN
Peratherium,frequens,33.900,28.400,1,0,NaN
Peratherium,giselense,48.600,40.400,1,0,NaN
Peratherium,laillardi,33.900,28.400,1,0,NaN
Peratherium,laurillardi,33.900,28.400,1,0,NaN
Peratherium,lavergnense,40.400,33.900,5,0,NaN
Peratherium,matronense,55.800,37.200,3,1,0.5000
Peratherium,perriense,37.200,33.900,1,0,NaN
Peratherium,perrierense,37.200,33.900,2,0,NaN
Peratherium,sp.,55.800,28.400,8,0,NaN
Peratherium,"sp. 1",55.800,37.200,1,0,NaN
Peratherium,"sp. A",37.200,33.900,3,2,0.1005
Peratherium,spp.,33.900,28.400,1,0,NaN
Percrocuta,abessalomi,13.650,12.750,1,0,NaN
Periconodon,helveticus,40.400,37.200,1,0,NaN
Periconodon,huerzeleri,48.600,40.400,1,0,NaN
Periconodon,lemoinei,55.800,48.600,1,0,NaN
Periconodon,roselli,48.600,40.400,1,0,NaN
Periconodon,sp.,48.600,40.400,1,0,NaN
Peridyromys,brailloni,20.430,16.900,3,0,NaN
Peridyromys,hamadryas,13.650,12.750,1,0,NaN
Peridyromys,micio,33.900,28.400,1,0,NaN
Peridyromys,murinus,28.400,15.970,18,0,NaN
Peridyromys,obtusangulus,22.400,11.608,7,3,1.0000
Peridyromys,occitanus,20.000,16.900,1,0,NaN
Peridyromys,sp.,28.400,16.900,5,0,NaN
Peridyromys,"sp. 1",28.400,23.030,3,0,NaN
Peridyromys,"sp. 2",22.400,20.000,1,0,NaN
Peridyromys,"sp. 3",22.400,20.000,1,0,NaN
Peridyromys,turbatus,22.400,20.000,1,0,NaN
Perunium,ursogulo,11.608,7.246,1,0,NaN
Petauristodon,sansaniensis,15.970,11.608,1,0,NaN
Petauristodon,sp.,12.750,11.100,1,0,NaN
Petenyia,dubia,12.750,7.750,7,0,NaN
Petenyia,hungarica,8.700,0.126,40,10,0.0040
Petenyia,suavensis,0.781,0.126,2,0,NaN
Petenyiella,gracilis,4.900,2.588,3,0,NaN
Petenyiella,sp.,8.700,7.750,1,0,NaN
Petenyiella,zelcea,4.200,3.200,1,0,NaN
Phascolestes,mustelula,145.500,140.200,2,2,0.0184
Phascolestes,sp.,145.500,140.200,1,0,NaN
Phascolotherium,bucklandi,167.700,164.700,1,1,0.3636
Phenacolemur,sp.,48.600,40.400,1,1,0.0317
Phoberocyon,dehmi,20.430,15.970,2,0,NaN
Phocaenopsis,sp.,13.650,2.588,2,0,NaN
Phocanella,couffoni,15.970,13.650,1,0,NaN
Phocanella,minor,13.650,2.588,3,0,NaN
Phocanella,pumila,5.332,3.600,1,0,NaN
Phocanella,straeleni,5.332,3.600,1,0,NaN
Phoca,hispida,0.126,0.000,7,2,1.0000
Phoca,moori,3.600,2.588,2,1,0.5000
Phoca,sp.,12.700,0.126,3,0,NaN
Phoca,viennensis,11.608,5.332,1,0,NaN
Phoca,vitulina,2.588,0.000,5,4,1.0000
Phococetus,vasconum,33.900,28.400,1,1,1.0000
Phocoena,communis,0.781,0.126,1,1,0.5000
Phocoena,phocaena,11.608,3.600,1,0,NaN
Phocoena,phocoena,0.012,0.000,1,0,NaN
Phyllotillon,sp.,13.650,12.750,1,0,NaN
Physeterula,dubusi,20.430,2.588,4,1,1.0000
Physeterula,dubusii,20.430,15.970,2,0,NaN
Physeterula,sp.,20.430,15.970,2,0,NaN
Physeter,antiquus,5.332,2.588,2,0,NaN
Physeter,catodon,3.600,0.000,7,2,0.7071
Physeter,sp.,5.332,1.806,3,1,0.2000
Pierolapithecus,catalaunicus,12.750,11.100,1,0,NaN
Piezodus,branssatensis,28.400,23.030,3,0,NaN
Piezodus,tomerdingensis,23.030,20.000,4,0,NaN
Pinheirodon,pygmaeus,161.200,150.800,1,1,0.4110
Pinheirodon,sp.,161.200,150.800,1,1,0.0061
Pinheirodon,vastus,161.200,150.800,1,1,0.2086
Pinocetus,polonicus,15.970,13.650,1,0,NaN
Pipistrellus,savii,0.781,0.126,1,0,NaN
Pipistrellus,sp.,0.781,0.126,1,0,NaN
Pithanodelphis,cornutus,11.608,2.588,1,0,NaN
Placentidens,lotus,55.800,48.600,2,0,NaN
Placoziphius,duboisi,23.030,13.650,2,1,1.0000
Placoziphius,scaldensis,23.030,15.970,1,0,NaN
Plagiaulax,becklesii,145.500,140.200,2,0,NaN
Plagiaulax,sp.,145.500,140.200,1,0,NaN
Plagioctenodon,dormaalensis,55.800,48.600,1,0,NaN
Plagiolophus,annectens,40.400,33.900,13,3,0.0701
Plagiolophus,cartieri,40.400,37.200,5,0,NaN
Plagiolophus,casasecaensis,48.600,40.400,1,0,NaN
Plagiolophus,curtisi,40.400,37.200,1,0,NaN
Plagiolophus,fraasi,33.900,28.400,1,0,NaN
Plagiolophus,huerzeleri,33.900,28.400,1,0,NaN
Plagiolophus,mazateronensis,48.600,33.900,2,0,NaN
Plagiolophus,minor,48.600,28.400,7,0,NaN
Plagiolophus,minus,37.200,33.900,1,0,NaN
Plagiolophus,sp.,48.600,33.900,10,1,0.5000
Platalearostrum,hoekmani,3.600,0.781,1,1,1.0000
Platybelodon,danovi,13.650,12.750,1,0,NaN
Platybelodon,jamandzalgensis,13.650,12.750,1,0,NaN
Platychoerops,antiquus,58.700,55.800,1,0,NaN
Platychoerops,daubrei,55.800,48.600,5,0,NaN
Platychoerops,georgei,55.800,48.600,4,0,NaN
Platychoerops,richardsoni,55.800,48.600,3,0,NaN
Platychoerops,sp.,55.800,48.600,1,0,NaN
Platyosphys,sp.,37.200,23.030,5,3,1.0000
Platyphoca,vulgaris,5.332,3.600,2,0,NaN
Plecotus,abeli,0.781,0.126,1,0,NaN
Plecotus,auritus,0.781,0.126,5,1,0.0282
Plecotus,crassidens,4.900,0.781,3,0,NaN
Plecotus,sp.,8.700,0.781,4,0,NaN
Plesiaceratherium,fahlbuschi,20.000,15.970,1,0,NaN
Plesiaceratherium,lumiarense,16.900,13.650,5,0,NaN
Plesiaceratherium,mirallesi,16.900,15.970,1,0,NaN
Plesiaceratherium,platyodon,20.430,15.970,3,0,NaN
Plesiaceratherium,sp.,16.900,15.970,5,0,NaN
Plesiadapis,insignis,58.700,55.800,1,0,NaN
Plesiadapis,remensis,58.700,48.600,6,0,NaN
Plesiadapis,russelli,55.800,48.600,1,0,NaN
Plesiadapis,tricuspidens,58.700,55.800,6,0,NaN
Plesiadapis,walbeckensis,61.700,58.700,1,0,NaN
Plesiarctomys,curranti,40.400,37.200,1,0,NaN
Plesiarctomys,huerzeleri,40.400,37.200,1,1,0.0010
Plesiarctomys,hurzeleri,40.400,37.200,1,0,NaN
Plesiarctomys,sp.,37.200,33.900,1,0,NaN
Plesictis,mayri,23.030,20.000,2,0,NaN
Plesictis,sp.,33.900,28.400,1,0,NaN
Plesictis,vireti,23.030,20.000,2,0,NaN
Plesiobalaenoptera,quarantellii,11.608,7.246,1,1,1.0000
Plesiocetopsis,sp.,13.650,11.608,1,0,NaN
Plesiocetus,cortesii,5.332,2.588,1,0,NaN
Plesiocetus,dubius,13.650,1.806,8,0,NaN
Plesiocetus,gervaisii,23.030,5.332,1,0,NaN
Plesiocetus,hupschii,13.650,7.246,5,0,NaN
Plesiocetus,minor,11.608,7.246,1,0,NaN
Plesiocetus,sp.,20.430,1.806,27,2,1.0000
Plesiochoffatia,peperethos,155.700,150.800,1,1,0.0032
Plesiochoffatia,sp.,167.700,164.700,1,0,NaN
Plesiochoffatia,staphylos,155.700,150.800,1,1,0.0032
Plesiochoffatia,thoas,155.700,150.800,1,1,0.0096
Plesiodimylus,bavaricus,15.970,13.650,2,0,NaN
Plesiodimylus,chantrei,16.900,7.750,22,7,0.0194
Plesiodimylus,crassidens,16.900,15.970,1,0,NaN
Plesiodimylus,helveticus,16.900,13.650,2,0,NaN
Plesiodimylus,sp.,20.000,9.700,12,2,0.0042
Plesiodyromys,toriformis,22.400,20.000,1,0,NaN
Plesiogale,angustifrons,20.430,15.970,1,0,NaN
Plesiogulo,monspessulanus,8.700,5.332,1,0,NaN
Plesiogulo,sp.,11.608,7.246,2,0,NaN
Plesiomeryx,cadurcensis,33.900,28.400,6,5,0.3021
Plesiomeryx,huerzeleri,33.900,28.400,2,2,0.5710
Plesiosminthus,myarion,23.030,22.400,3,0,NaN
Plesiosminthus,promyarion,28.400,23.030,1,0,NaN
Plesiosminthus,schaubi,28.400,23.030,2,0,NaN
Plesiosminthus,sp.,28.400,23.030,1,0,NaN
Plesiosminthus,winistoerferi,28.400,23.030,1,0,NaN
Plesiosorex,evolutus,11.100,8.700,2,0,NaN
Plesiosorex,germanicus,16.900,13.650,3,1,0.1064
Plesiosorex,martinii,28.400,23.030,1,0,NaN
Plesiosorex,schaffneri,12.750,9.700,3,0,NaN
Plesiosorex,soricinoides,22.400,20.000,1,0,NaN
Plesiosorex,sp.,23.030,9.700,8,0,NaN
Plesiosorex,styriacus,16.900,15.970,1,0,NaN
Plesispermophilus,atavus,33.900,28.400,1,0,NaN
Pleuraspidotherium,aumonieri,58.700,55.800,2,0,NaN
Pleuraspidotherium,sp.,58.700,55.800,1,0,NaN
Pliocervus,kutchurganicus,4.900,4.200,2,0,NaN
Pliocervus,sp.,7.246,4.200,1,0,NaN
Pliocrocuta,perrieri,3.200,0.126,18,5,0.1707
Pliohyrax,rossignoli,9.700,8.700,1,0,NaN
Pliolagus,beremendensis,3.200,2.588,1,0,NaN
Pliolagus,multiplicatus,5.332,2.588,1,1,0.0057
Pliolagus,tothi,2.588,1.806,1,1,0.0290
Pliolagus,transbaicalicus,5.332,2.588,1,1,0.0041
Pliolophus,vulpiceps,55.800,48.600,2,0,NaN
Pliomys,episcopalis,5.332,0.126,75,11,0.0091
Pliomys,graecus,3.200,2.588,2,0,NaN
Pliomys,hollitzeri,0.781,0.126,1,0,NaN
Pliomys,hungaricus,5.332,2.588,1,0,NaN
Pliomys,kretzoi,5.332,2.588,1,0,NaN
Pliomys,lenki,2.588,0.126,24,2,0.0027
Pliomys,simplicior,5.332,0.012,1,1,0.0228
Pliomys,sp.,5.332,0.126,3,1,0.0120
Plionarctos,sp.,0.781,0.126,3,1,1.0000
Plionarctos,telonensis,2.588,0.126,1,0,NaN
Pliopentalagus,sp.,5.332,3.200,1,0,NaN
Pliopetaurista,bressana,9.700,7.750,3,1,0.0588
Pliopetaurista,dehneli,8.700,2.588,8,1,1.0000
Pliopetaurista,meini,4.900,3.200,1,0,NaN
Pliopetaurista,pliocaenica,5.332,2.588,6,1,0.0002
Pliopetaurista,pliocenica,5.332,2.588,1,0,NaN
Pliopetaurista,sp.,4.900,4.200,2,0,NaN
Pliopetes,hungaricus,8.700,2.588,5,0,NaN
Pliophoca,etrusca,5.332,2.588,2,1,1.0000
Pliopithecus,antiquus,15.970,11.608,7,0,NaN
Pliopithecus,lockeri,15.970,11.608,1,1,1.0000
Pliopithecus,pivetaui,15.970,13.650,1,0,NaN
Pliopithecus,vindobonensis,13.650,12.750,1,0,NaN
Pliospalax,macoveii,5.332,3.200,1,0,NaN
Pliospalax,senii,2.588,0.781,1,0,NaN
Pliospalax,sp.,16.900,5.332,2,2,0.0092
Pliospalax,tourkobouniensis,3.200,2.588,1,0,NaN
Pliotragus,ardeus,3.200,0.781,7,1,0.4000
Plioviverrops,guerini,8.700,5.332,1,0,NaN
Plioviverrops,sp.,11.608,8.700,1,1,0.0008
Plithocyon,armagnacensis,15.970,11.608,2,0,NaN
Plithocyon,bruneti,20.430,15.970,2,0,NaN
Pogonodon,copei,11.608,7.246,1,0,NaN
Pomatodelphis,sp.,20.430,15.970,1,0,NaN
Pomatodelphis,stenorhynchus,20.430,13.650,4,2,0.7071
Pomelomeryx,gracilis,22.400,20.000,1,0,NaN
Pontistes,sp.,11.608,7.246,1,1,1.0000
Pontophoca,sarmatica,13.650,11.608,6,0,NaN
Pontophoca,simionescui,13.650,11.608,1,0,NaN
Portopinheirodon,asymmetricus,161.200,150.800,1,1,0.0061
Postpalerinaceus,cingulatus,11.100,9.700,1,0,NaN
Potamochoerus,sp.,2.588,0.781,1,0,NaN
Potamotherium,miocaenicum,16.900,15.970,1,0,NaN
Potamotherium,miocenicum,16.900,11.100,4,0,NaN
Potamotherium,vallentoni,23.030,22.400,1,0,NaN
Potamotherium,valletoni,22.400,20.000,1,0,NaN
Praearmantomys,crusafonti,20.000,16.900,2,0,NaN
Praemegaceros,carburangelensis,2.588,0.012,1,0,NaN
Praemegaceros,cazioti,0.126,0.012,4,0,NaN
Praemegaceros,cretensis,2.588,0.012,1,0,NaN
Praemegaceros,ropalophorus,2.588,0.012,1,0,NaN
Praemegaceros,solilhacus,2.588,0.781,2,1,0.0671
Praemegaceros,sp.,2.588,0.126,15,0,NaN
Praemegaceros,verticornis,2.588,0.126,8,2,0.0190
Praemegaptera,pampauensis,13.650,11.608,1,1,1.0000
Praeovibos,priscus,2.588,0.126,7,1,0.6667
Praeovibos,schmidtgeni,0.781,0.126,1,0,NaN
Praeovibos,sp.,2.588,0.781,5,0,NaN
Praephoca,bendullensis,48.600,40.400,1,1,1.0000
Praepusa,magyaricus,12.700,11.608,1,0,NaN
Praepusa,pannonica,13.650,11.608,3,0,NaN
Praepusa,vindobonensis,15.970,11.608,12,1,1.0000
Prepomatodelphis,korneuburgensis,15.970,13.650,1,1,1.0000
Priacodon,sp.,161.200,150.800,1,1,0.0123
Priscophyseter,sp.,5.332,2.588,1,1,1.0000
Pristiphoca,sp.,15.970,2.588,4,2,0.7071
Pristiphoca,vetusta,13.650,11.608,3,0,NaN
Proaceratherium,minutum,16.900,15.970,1,0,NaN
Proailurus,lemanensis,22.400,20.000,1,0,NaN
Proailurus,sp.,22.400,20.000,1,0,NaN
Proalbionbaatar,plagiocyrtus,155.700,150.800,1,1,0.0064
Procamelus,sp.,12.700,11.608,1,0,NaN
Procamptoceras,bivratense,3.200,2.588,1,0,NaN
Procamptoceras,brivatense,3.200,1.806,7,2,0.1715
Procamptoceras,sp.,3.200,2.588,2,0,NaN
Procapreolus,cusanus,4.900,3.200,2,0,NaN
Procapreolus,sp.,4.200,1.806,4,1,0.0833
Procapreolus,wenzensis,4.200,3.200,2,0,NaN
Procervulus,dichostomus,16.900,15.970,1,0,NaN
Procervulus,dichotomus,16.900,13.650,20,2,0.0710
Procobus,brauneri,11.608,7.246,1,0,NaN
Procobus,melania,11.608,7.246,1,0,NaN
Prodeinotherium,bavaricum,16.900,11.608,17,3,0.1647
Prodissopsalis,eocaenicus,48.600,40.400,1,0,NaN
Prodissopsalis,gallwitzi,48.600,40.400,2,0,NaN
Prodissopsalis,ginsburgi,40.400,37.200,1,0,NaN
Prodissopsalis,hageni,48.600,40.400,2,0,NaN
Prodissopsalis,robustum,48.600,40.400,1,0,NaN
Prodissopsalis,sp.,40.400,37.200,1,0,NaN
Prodissopsalis,theriodis,55.800,37.200,3,0,NaN
Prodryomys,brailloni,16.900,15.970,1,0,NaN
Prodryomys,satus,20.430,13.650,3,0,NaN
Prodryomys,sp.,16.900,15.970,1,0,NaN
Progenetta,gaillardi,15.970,7.246,1,0,NaN
Progonomys,cathalai,9.700,8.700,5,4,0.3194
Progonomys,clauzoni,11.608,7.246,2,0,NaN
Progonomys,hispanicus,9.700,8.700,8,7,0.4308
Progonomys,woelferi,8.700,7.750,4,0,NaN
Prohalicore,dubaleni,20.430,15.970,1,0,NaN
Prohalicore,sp.,23.030,2.588,1,0,NaN
Prolagus,bilobus,3.200,2.588,1,1,0.0028
Prolagus,calpensis,5.332,0.781,7,0,NaN
Prolagus,corsicanus,2.588,0.012,2,0,NaN
Prolagus,crusafonti,9.700,5.332,7,4,0.0943
Prolagus,elsanus,5.332,3.200,1,0,NaN
Prolagus,figaro,5.332,3.200,1,0,NaN
Prolagus,ibericus,5.332,3.200,2,1,0.1429
Prolagus,michauxi,7.246,2.588,17,5,0.0611
Prolagus,oeningensis,16.900,7.750,43,2,0.0754
Prolagus,sardus,2.588,0.012,16,0,NaN
Prolagus,savagei,3.200,2.588,1,0,NaN
Prolagus,sp.,20.000,0.781,24,6,0.0515
Prolagus,tobieni,23.030,5.332,1,0,NaN
Prolagus,vasconiensis,23.030,15.970,8,0,NaN
Prolagus,vasconniensis,16.900,15.970,2,0,NaN
Prolatidens,waudruae,65.500,58.700,1,0,NaN
Prolouisina,atavella,61.700,58.700,1,0,NaN
Promephitis,maeotica,11.608,7.246,1,0,NaN
Promephitis,sp.,4.900,3.200,2,0,NaN
Promimomys,cor,5.332,2.588,1,1,0.0001
Promimomys,sp.,8.700,7.750,1,0,NaN
Propachynolophus,gaudryi,48.600,40.400,1,0,NaN
Propachynolophus,sp.,51,51,1,0,NaN
Propalaeochoerus,parona,33.900,28.400,1,0,NaN
Propalaeochoerus,paronae,33.900,28.400,1,0,NaN
Propalaeotherium,argentonicum,55.800,40.400,2,0,NaN
Propalaeotherium,hassiacum,55.800,40.400,16,0,NaN
Propalaeotherium,helveticum,40.400,37.200,2,0,NaN
Propalaeotherium,isselanum,48.600,37.200,21,0,NaN
Propalaeotherium,rollinati,40.400,37.200,1,0,NaN
Propalaeotherium,sp.,48.600,33.900,11,1,0.0052
Propalaeotherium,voigti,55.800,40.400,29,0,NaN
Prophoca,proxima,15.970,7.246,5,0,NaN
Prophoca,sp.,20.430,13.650,1,0,NaN
Prophyseter,dolloi,11.608,2.588,1,0,NaN
Propliomys,hungaricus,5.332,2.588,4,0,NaN
Propliomys,sp.,3.200,2.588,1,0,NaN
Propotamochoerus,hysudricus,8.700,5.332,1,0,NaN
Propotamochoerus,provincialis,8.700,3.200,5,0,NaN
Proputorius,pusillus,15.970,13.650,1,0,NaN
Proputorius,sansaniensis,15.970,9.700,2,0,NaN
Proputorius,sp.,16.900,13.650,1,0,NaN
Proremiculus,lagnauxi,65.500,58.700,1,0,NaN
Prosansanosmilus,peregrinus,16.900,15.970,5,0,NaN
Prosansanosmilus,perigrinus,16.900,15.970,1,0,NaN
Prosantorhinus,douvillei,16.900,13.650,5,0,NaN
Prosantorhinus,germanicus,16.900,15.970,3,0,NaN
Prosantorhinus,sp.,16.900,13.650,2,0,NaN
Proscapanus,austriacus,9.700,8.700,1,0,NaN
Proscapanus,intercedens,16.900,15.970,1,0,NaN
Proscapanus,minor,11.100,8.700,3,0,NaN
Proscapanus,sansaniensis,16.900,11.608,21,1,0.0323
Proscapanus,sp.,12.750,11.100,1,0,NaN
Prosiphneus,praetingi,5.332,2.588,1,1,0.0289
Prosiphneus,sp.,2.588,0.781,2,0,NaN
Prosomys,insuliferus,4.900,4.200,3,0,NaN
Prospalax,kretzoii,5.332,3.200,1,0,NaN
Prospalax,petteri,8.700,7.750,2,0,NaN
Prospalax,priscus,4.200,0.781,17,6,0.0162
Prospalax,rumanus,5.332,2.588,1,0,NaN
Prostrepsiceros,axiosi,8.700,5.332,1,0,NaN
Protadelomys,cartieri,40.400,37.200,2,0,NaN
Protalactaga,sp.,13.650,12.750,1,0,NaN
Protapirus,bavaricus,33.900,28.400,1,0,NaN
Protapirus,cetinensis,22.400,20.000,1,0,NaN
Protarctos,boeckhi,5.332,2.588,1,0,NaN
Protatera,sp.,11.608,5.332,2,1,0.0079
Protictitherium,crassum,15.970,8.700,3,1,0.0125
Protictitherium,gaillardi,16.900,15.970,2,0,NaN
Protictitherium,sp.,15.970,13.650,1,0,NaN
Protoadapis,eppsi,55.800,48.600,1,1,0.0312
Protoadapis,klatti,48.600,40.400,4,0,NaN
Protoadapis,weigelti,48.600,40.400,1,0,NaN
Protodelphinus,capellinii,23.030,20.430,2,0,NaN
Protophocaena,minima,11.608,7.246,3,2,1.0000
Protororqualus,cuvieri,12.700,2.588,2,1,1.0000
Protosiren,fraasi,48.600,40.400,1,1,0.5000
Protosiren,minima,48.600,37.200,1,0,NaN
Protosiren,sp.,48.600,37.200,1,0,NaN
Protospermophilus,sp.,8.700,5.332,1,0,NaN
Prototherium,intermedium,40.400,33.900,3,2,0.4082
Prototherium,sp.,40.400,37.200,11,11,0.9050
Prototherium,veronense,48.600,23.030,7,4,0.2500
Prototomus,minor,40.400,33.900,2,1,0.0052
